,CODE_GENDER,EXT_SOURCE_3,EMERGENCYSTATE_MODE,OCCUPATION_TYPE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,WALLSMATERIAL_MODE,REGION_RATING_CLIENT,TARGET
74086,F,0.6006575372857061,No,Sales staff,Working,Higher education,Panel,2.0,0
74100,F,0.6986675550534175,No,Core staff,State servant,Higher education,"Stone, brick",2.0,0
74120,F,0.4258928980051529,No,Laborers,Working,Higher education,Panel,3.0,0
74127,F,0.7380196196295241,No,Sales staff,Working,Secondary / secondary special,Panel,3.0,0
74160,F,0.0005272652387098,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
74161,M,0.3539876078507373,No,Sales staff,Commercial associate,Higher education,"Stone, brick",2.0,0
74194,M,0.6528965519806539,No,Drivers,Commercial associate,Higher education,Panel,2.0,0
74205,F,0.1624419982223248,No,Private service staff,Working,Secondary / secondary special,Panel,3.0,0
74212,F,0.6706517530862718,No,Sales staff,Commercial associate,Higher education,Panel,2.0,0
74220,M,0.4418358231994413,No,High skill tech staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,1
74225,F,0.816092360478441,No,Accountants,Working,Higher education,"Stone, brick",1.0,0
74226,F,0.2970866116472028,No,Managers,Working,Higher education,Panel,2.0,0
74227,M,0.2445163919946749,No,Sales staff,Working,Secondary / secondary special,Panel,2.0,0
74260,M,0.7281412993111438,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
74271,M,0.6610235391308081,No,Laborers,State servant,Higher education,"Stone, brick",2.0,1
74287,F,0.4188542886233217,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
74293,F,0.8193176922872417,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
74301,F,0.3062022983135042,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
74306,M,0.3740208032583212,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
74307,M,0.7380196196295241,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
74308,M,0.4507472818545589,No,Drivers,Working,Secondary / secondary special,Panel,2.0,0
74314,F,0.1704461230452281,No,HR staff,Commercial associate,Incomplete higher,Block,1.0,1
74320,F,0.3233112448967859,No,Sales staff,Commercial associate,Incomplete higher,Panel,3.0,1
74321,M,0.324891229465852,No,Laborers,Working,Secondary / secondary special,Panel,3.0,1
74328,F,0.2692857999073816,No,Managers,Commercial associate,Incomplete higher,Panel,2.0,0
74334,M,0.5460231970049609,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
74342,M,0.5064842396679806,No,Managers,Working,Higher education,"Stone, brick",2.0,0
74347,M,0.3876253444214701,No,Managers,Commercial associate,Higher education,"Stone, brick",2.0,0
74351,F,0.228883416700673,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
74359,F,0.4170996682522097,No,Managers,Working,Higher education,"Stone, brick",3.0,0
74365,F,0.3046721837533529,No,Core staff,State servant,Higher education,Panel,2.0,0
74366,M,0.6296742509538716,No,High skill tech staff,Working,Higher education,"Stone, brick",2.0,0
74369,F,0.6706517530862718,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
74378,F,0.656158373001177,No,Laborers,Working,Secondary / secondary special,Block,3.0,0
74391,M,0.3944954053123993,No,Security staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
74396,F,0.8224987619370829,No,Laborers,Working,Secondary / secondary special,"Stone, brick",3.0,0
74406,F,0.7076993447402619,No,Cooking staff,Working,Secondary / secondary special,Panel,2.0,0
74417,M,0.7380196196295241,No,Sales staff,Working,Higher education,Panel,1.0,0
74438,F,0.6006575372857061,No,HR staff,Commercial associate,Higher education,"Stone, brick",2.0,0
74445,M,0.6127042441012546,No,High skill tech staff,Working,Higher education,Panel,2.0,0
74452,F,0.7338145369642702,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
74474,M,0.6380435278721609,No,Laborers,Working,Secondary / secondary special,Wooden,2.0,0
74475,F,0.6577838002083306,No,Core staff,State servant,Secondary / secondary special,Block,2.0,0
74480,F,0.6512602186973006,No,Core staff,Working,Higher education,"Stone, brick",2.0,0
74487,M,0.6769925032909132,No,Laborers,Commercial associate,Secondary / secondary special,Block,2.0,0
74493,M,0.2735646775174348,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
74499,F,0.5370699579791587,No,Managers,Working,Higher education,"Stone, brick",2.0,1
74525,M,0.470456116119975,No,Laborers,Working,Secondary / secondary special,Panel,3.0,0
74527,F,0.2091546988410069,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",3.0,0
74549,F,0.8203829585116356,No,Medicine staff,Working,Secondary / secondary special,Block,2.0,0
74576,F,0.6658549219640212,No,Core staff,Working,Higher education,Panel,2.0,0
74579,F,0.511891801533151,No,Managers,Working,Higher education,"Stone, brick",2.0,0
74580,F,0.5442347412142162,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
74594,F,0.3996756156233169,No,Managers,Commercial associate,Higher education,Panel,2.0,0
74602,F,0.6769925032909132,No,Core staff,State servant,Higher education,Panel,2.0,0
74607,F,0.6263042766749393,No,Sales staff,Working,Higher education,Block,1.0,0
74632,F,0.3944954053123993,No,Managers,Working,Higher education,Panel,2.0,0
74638,F,0.4830501881366946,No,High skill tech staff,Working,Higher education,"Stone, brick",2.0,0
74645,M,0.8128226070575616,No,Drivers,Commercial associate,Secondary / secondary special,"Stone, brick",1.0,0
74647,F,0.4365064990977374,No,Core staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
74654,F,0.3201633668633456,No,Sales staff,Working,Higher education,Panel,2.0,0
74661,F,0.470456116119975,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
74663,F,0.2910973802776635,No,Accountants,Commercial associate,Higher education,"Stone, brick",2.0,0
74664,F,0.4902575124990026,No,Managers,Working,Secondary / secondary special,Panel,2.0,0
74669,M,0.5814837058057234,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
74693,F,0.3706496323299817,No,Managers,Working,Higher education,Block,2.0,0
74697,M,0.2707073872651806,No,Laborers,Working,Higher education,Panel,2.0,0
74705,M,0.4884551844437485,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
74710,M,0.2822484337007223,No,Drivers,Commercial associate,Secondary / secondary special,Panel,2.0,0
74724,M,0.6848276586890367,No,Security staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
74729,F,0.8327850252992314,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
74752,M,0.4722533429586386,No,Laborers,Working,Secondary / secondary special,"Stone, brick",1.0,0
74766,M,0.2692857999073816,No,Cooking staff,Commercial associate,Secondary / secondary special,Panel,1.0,0
74790,M,0.4525335592581747,No,Drivers,Commercial associate,Secondary / secondary special,Wooden,2.0,0
74798,M,0.4031416766587513,No,High skill tech staff,Working,Higher education,Panel,2.0,0
74801,F,0.6246146584503397,No,Core staff,State servant,Higher education,Block,1.0,0
74804,F,0.6817058776720116,No,HR staff,Working,Higher education,Panel,2.0,0
74806,F,0.6674577419214722,No,Accountants,Commercial associate,Secondary / secondary special,Panel,2.0,0
74807,F,0.8016009030071296,No,Sales staff,Working,Secondary / secondary special,Panel,2.0,0
74811,F,0.4294236843421945,No,Managers,Commercial associate,Higher education,Panel,3.0,0
74812,M,0.6446794549585961,No,Drivers,Working,Secondary / secondary special,"Stone, brick",2.0,0
74820,F,0.4031416766587513,No,Core staff,Working,Higher education,Panel,2.0,0
74859,F,0.5028782772082183,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
74860,F,0.5638350489514956,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
74867,M,0.4329616670974407,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
74893,F,0.4866531565147181,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
74896,F,0.3556387169923543,No,Accountants,Commercial associate,Higher education,"Stone, brick",2.0,0
74897,M,0.5531646987710016,No,Sales staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
74911,M,0.2750003523983893,No,Drivers,Working,Secondary / secondary special,Block,1.0,0
74915,F,0.11911906455945,No,Medicine staff,Working,Secondary / secondary special,Panel,2.0,0
74925,F,0.7583930617144343,No,Sales staff,Working,Secondary / secondary special,Panel,3.0,0
74937,F,0.1798217650897043,No,Laborers,Commercial associate,Secondary / secondary special,Panel,1.0,0
74962,F,0.7267112092725122,No,Managers,Working,Secondary / secondary special,"Stone, brick",2.0,0
74978,F,0.5334816299804352,No,Laborers,Working,Secondary / secondary special,"Stone, brick",1.0,0
74981,M,0.7435593141311444,No,Laborers,State servant,Higher education,"Stone, brick",2.0,0
74999,F,0.4722533429586386,No,High skill tech staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
75017,M,0.445396241560834,No,Laborers,Working,Secondary / secondary special,Block,2.0,0
75030,M,0.3825018041447388,No,Laborers,State servant,Secondary / secondary special,Panel,2.0,0
75041,M,0.4992720153045617,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
75055,M,0.3996756156233169,No,Core staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
75066,F,0.3217352821966848,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
75071,F,0.5884877883422673,No,Laborers,Commercial associate,Higher education,"Stone, brick",2.0,1
75081,F,0.7862666146611379,No,Cooking staff,Commercial associate,Higher education,"Stone, brick",1.0,0
75082,M,0.7557400501752248,No,Laborers,Commercial associate,Higher education,"Stone, brick",2.0,0
75088,M,0.4241303111942548,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
75091,F,0.6246146584503397,No,Managers,Working,Secondary / secondary special,"Stone, brick",2.0,0
75099,F,0.5531646987710016,No,Laborers,Commercial associate,Higher education,Wooden,1.0,0
75112,F,0.6879328378491735,No,Drivers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
75120,F,0.8128226070575616,No,Sales staff,Working,Lower secondary,"Stone, brick",3.0,0
75128,F,0.8106180215523969,No,Medicine staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
75134,F,0.3425288720742255,No,Core staff,Working,Higher education,Panel,3.0,0
75142,F,0.5280927512030451,No,Cleaning staff,Commercial associate,Secondary / secondary special,Block,2.0,0
75145,F,0.7338145369642702,No,Sales staff,Working,Secondary / secondary special,Panel,2.0,0
75148,M,0.6832688314232291,No,Drivers,State servant,Secondary / secondary special,Panel,1.0,0
75160,F,0.6058362647264226,No,Medicine staff,State servant,Secondary / secondary special,Panel,2.0,0
75162,F,0.4507472818545589,No,Core staff,State servant,Secondary / secondary special,Panel,2.0,0
75172,F,0.1034490521267516,No,Sales staff,Commercial associate,Higher education,Panel,2.0,0
75178,M,0.7121551551910698,No,Managers,Working,Higher education,Panel,2.0,0
75186,F,0.41534714488434,No,Accountants,Commercial associate,Secondary / secondary special,Panel,3.0,0
75230,F,0.656158373001177,No,Cooking staff,Commercial associate,Secondary / secondary special,Panel,3.0,0
75247,M,0.4223696523543468,No,Drivers,Working,Secondary / secondary special,Mixed,2.0,0
75248,F,0.7713615919194317,No,Cleaning staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
75254,F,0.5937175866150576,No,Accountants,Working,Higher education,Mixed,2.0,0
75262,F,0.6512602186973006,No,Medicine staff,Working,Secondary / secondary special,"Stone, brick",3.0,0
75276,M,0.7969726818373722,No,Drivers,State servant,Secondary / secondary special,"Stone, brick",2.0,0
75284,M,0.6817058776720116,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
75292,M,0.2985949897873972,No,High skill tech staff,Working,Higher education,Panel,1.0,0
75293,M,0.4866531565147181,No,Managers,Working,Higher education,"Stone, brick",2.0,0
75297,M,0.3441550073724169,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
75304,M,0.5656079814115492,No,Core staff,State servant,Higher education,Panel,3.0,0
75363,F,0.6971469077844458,No,Core staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
75401,F,0.434733248750173,No,Medicine staff,State servant,Secondary / secondary special,Panel,2.0,0
75406,F,0.4471785780453068,No,High skill tech staff,Working,Secondary / secondary special,"Stone, brick",2.0,1
75409,M,0.7407990879702335,No,Accountants,Working,Higher education,Panel,2.0,0
75410,F,0.5262949398096192,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
75420,F,0.5082869913916046,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
75425,M,0.2127563054543414,No,Managers,Working,Higher education,"Stone, brick",2.0,0
75434,M,0.5937175866150576,No,Sales staff,Working,Secondary / secondary special,Panel,3.0,0
75454,M,0.6879328378491735,No,Low-skill Laborers,Working,Secondary / secondary special,Panel,2.0,0
75465,F,0.6801388218428291,No,Core staff,Commercial associate,Higher education,"Stone, brick",3.0,0
75468,F,0.5531646987710016,No,Sales staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
75484,M,0.7324033228040929,No,Core staff,Working,Secondary / secondary special,Others,2.0,0
75488,F,0.6413682574954046,No,Accountants,Working,Secondary / secondary special,"Stone, brick",2.0,0
75514,F,0.7610263695502636,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
75551,F,0.6706517530862718,No,Core staff,Commercial associate,Higher education,"Stone, brick",2.0,0
75554,F,0.1376544619182607,No,Accountants,Commercial associate,Higher education,Panel,2.0,1
75561,F,0.3031463744186309,No,Core staff,Working,Secondary / secondary special,"Stone, brick",3.0,0
75564,F,0.3328505641648731,No,Managers,State servant,Higher education,"Stone, brick",2.0,0
75594,M,0.4418358231994413,No,Drivers,Working,Secondary / secondary special,"Stone, brick",2.0,0
75608,M,0.6832688314232291,No,Managers,Working,Secondary / secondary special,Panel,3.0,0
75616,M,0.1437580534911652,No,Laborers,Working,Higher education,Panel,2.0,0
75622,F,0.2985949897873972,No,Cleaning staff,Working,Secondary / secondary special,Panel,1.0,0
75627,M,0.3077366963789207,No,High skill tech staff,State servant,Secondary / secondary special,Panel,2.0,0
75634,F,0.8193176922872417,No,Medicine staff,State servant,Secondary / secondary special,Panel,2.0,0
75655,M,0.6178261467332483,No,Laborers,Working,Secondary / secondary special,Block,2.0,0
75696,F,0.6894791426446275,No,Accountants,Commercial associate,Higher education,"Stone, brick",2.0,0
75718,M,0.7076993447402619,No,Managers,Working,Secondary / secondary special,"Stone, brick",2.0,0
75726,M,0.3392876999089139,No,Drivers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
75744,F,0.4507472818545589,No,Private service staff,Working,Secondary / secondary special,"Stone, brick",3.0,0
75752,F,0.7449321846094795,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
75754,F,0.5495965024956946,No,Core staff,State servant,Higher education,Panel,2.0,0
75759,F,0.221335206354466,No,Medicine staff,Working,Secondary / secondary special,Panel,2.0,0
75766,M,0.2458512138252296,No,Drivers,Working,Secondary / secondary special,"Stone, brick",3.0,0
75773,F,0.646329897706246,No,Laborers,Working,Secondary / secondary special,Panel,1.0,0
75774,F,0.5478104658520093,No,Waiters/barmen staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
75784,F,0.6161216908872079,No,Realty agents,Commercial associate,Incomplete higher,"Stone, brick",2.0,0
75788,M,0.746300213050371,No,Core staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
75792,F,0.5549467685334323,No,Sales staff,Commercial associate,Higher education,Panel,2.0,0
75794,F,0.7826078370261895,No,Core staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
75806,M,0.1873887653772306,No,Core staff,State servant,Secondary / secondary special,"Stone, brick",2.0,0
75820,M,0.6925590674998008,No,Core staff,Working,Higher education,"Stone, brick",2.0,0
75827,F,0.8692108009084483,No,Core staff,Working,Higher education,"Stone, brick",2.0,0
75830,F,0.5937175866150576,No,Sales staff,Commercial associate,Secondary / secondary special,Block,2.0,0
75834,F,0.8214433128935934,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,1.0,0
75842,F,0.5779691187553125,No,Managers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
75848,F,0.0655500263257595,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
75854,F,0.190705947811054,No,Managers,Commercial associate,Incomplete higher,"Stone, brick",2.0,0
75870,F,0.501075160239048,No,Core staff,Working,Higher education,Panel,2.0,0
75873,M,0.5334816299804352,No,Drivers,Working,Higher education,Panel,2.0,0
75875,M,0.3859146722745145,Yes,Laborers,Working,Secondary / secondary special,Wooden,2.0,0
75905,F,0.3092753558842053,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,1
75912,M,0.6212263380626669,No,Managers,Commercial associate,Higher education,Panel,2.0,0
75915,M,0.5919766183185521,No,Laborers,State servant,Secondary / secondary special,Panel,1.0,0
75927,F,0.5082869913916046,No,Managers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
75932,M,0.1245194708919845,No,Laborers,Working,Secondary / secondary special,Panel,1.0,0
75933,M,0.4400578303966329,No,Drivers,Working,Secondary / secondary special,"Stone, brick",3.0,0
75942,F,0.1951984060044098,No,Core staff,Working,Higher education,"Stone, brick",2.0,0
75955,F,0.5100895276257282,No,Laborers,Commercial associate,Secondary / secondary special,Panel,3.0,0
75958,F,0.6925590674998008,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,1
75978,M,0.6430255641096323,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",3.0,0
75999,F,0.7380196196295241,No,Cooking staff,Working,Secondary / secondary special,Panel,3.0,0
76009,F,0.3296550543128238,No,Cleaning staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
76014,F,0.8128226070575616,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
76021,F,0.5954562029091491,No,Sales staff,Working,Higher education,Block,2.0,0
76036,M,0.5867400085415683,No,Low-skill Laborers,Working,Secondary / secondary special,"Stone, brick",3.0,0
76047,M,0.3876253444214701,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
76058,F,0.470456116119975,No,Core staff,Working,Higher education,"Stone, brick",2.0,0
76059,M,0.4632753280912678,No,Laborers,Working,Secondary / secondary special,Panel,3.0,0
76063,F,0.5424451438613613,No,Medicine staff,Working,Secondary / secondary special,Panel,2.0,0
76072,M,0.2822484337007223,No,Laborers,Working,Secondary / secondary special,Panel,2.0,1
76080,F,0.2636468134452008,No,Core staff,Working,Secondary / secondary special,Panel,1.0,0
76081,F,0.1293142889822697,No,Medicine staff,Working,Lower secondary,Panel,2.0,0
76088,F,0.6738300778602003,No,High skill tech staff,Working,Higher education,Panel,1.0,0
76089,F,0.3344541255096772,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
76095,M,0.4206109640437848,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
76122,M,0.5442347412142162,No,Managers,Commercial associate,Incomplete higher,Panel,3.0,0
76135,M,0.3376727217405312,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
76148,M,0.3962195720630885,No,Drivers,Commercial associate,Higher education,"Stone, brick",3.0,1
76150,F,0.6397075677637197,No,Cooking staff,State servant,Incomplete higher,Panel,3.0,0
76163,M,0.2678689358444539,No,Laborers,Working,Secondary / secondary special,"Stone, brick",3.0,0
76165,F,0.5779691187553125,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
76167,F,0.4848514754962666,No,Laborers,Working,Secondary / secondary special,Block,1.0,0
76179,F,0.5989262182569273,No,Cooking staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
76188,F,0.4650692149562261,No,High skill tech staff,Working,Secondary / secondary special,Panel,2.0,0
76193,F,0.1766525794312139,No,Laborers,Working,Secondary / secondary special,"Stone, brick",3.0,0
76195,F,0.6738300778602003,No,Sales staff,Working,Secondary / secondary special,Panel,1.0,0
76197,M,0.5814837058057234,No,Laborers,Working,Secondary / secondary special,Panel,3.0,0
76217,F,0.6925590674998008,No,Medicine staff,Working,Secondary / secondary special,"Stone, brick",3.0,0
76220,F,0.3859146722745145,No,Medicine staff,Commercial associate,Secondary / secondary special,Panel,2.0,1
76242,M,0.1482543790610911,No,High skill tech staff,Working,Higher education,Panel,1.0,0
76263,F,0.3523399726917038,No,Accountants,Commercial associate,Higher education,Panel,2.0,0
76264,F,0.4686596550493113,No,Accountants,Commercial associate,Secondary / secondary special,Panel,2.0,0
76275,M,0.7713615919194317,No,Managers,Commercial associate,Higher education,Panel,1.0,0
76276,M,0.4048783643353997,No,Managers,State servant,Higher education,"Stone, brick",2.0,0
76277,F,0.6075573001388961,No,Medicine staff,State servant,Secondary / secondary special,Panel,2.0,0
76287,F,0.7338145369642702,No,Sales staff,Commercial associate,Higher education,Panel,2.0,0
76291,M,0.3622772470384314,No,Laborers,Working,Higher education,"Stone, brick",2.0,0
76329,F,0.5531646987710016,No,Core staff,State servant,Secondary / secondary special,Panel,2.0,1
76341,M,0.4543210601605785,No,Secretaries,Working,Higher education,Panel,1.0,0
76343,F,0.4048783643353997,No,Waiters/barmen staff,Working,Secondary / secondary special,Panel,2.0,0
76356,M,0.4722533429586386,No,High skill tech staff,Working,Secondary / secondary special,Panel,2.0,0
76358,F,0.1895952597360396,No,Core staff,Working,Higher education,Panel,2.0,0
76375,F,0.2580842039460289,No,Medicine staff,Working,Secondary / secondary special,"Stone, brick",2.0,1
76379,F,0.6545292802242897,No,Laborers,Commercial associate,Secondary / secondary special,Panel,3.0,0
76390,F,0.4525335592581747,No,Core staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
76399,M,0.2263473957097693,No,Sales staff,Commercial associate,Higher education,Panel,2.0,0
76401,F,0.6848276586890367,No,Core staff,Working,Higher education,"Stone, brick",2.0,0
76404,F,0.7338145369642702,No,High skill tech staff,Working,Incomplete higher,"Stone, brick",3.0,0
76416,F,0.2418614865234661,No,Accountants,Working,Secondary / secondary special,Panel,2.0,0
76427,M,0.4668640059537032,No,Drivers,Working,Incomplete higher,"Stone, brick",2.0,0
76449,M,0.6785676886853644,No,Security staff,Commercial associate,Incomplete higher,"Stone, brick",2.0,0
76453,F,0.3441550073724169,No,Sales staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
76459,M,0.5814837058057234,No,Laborers,Commercial associate,Secondary / secondary special,Panel,1.0,0
76464,F,0.633031641417419,No,Core staff,Working,Higher education,"Stone, brick",3.0,0
76468,M,0.3979463219016906,No,Low-skill Laborers,Working,Secondary / secondary special,Block,3.0,0
76476,M,0.7662336700704004,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
76483,F,0.5814837058057234,No,Managers,Working,Higher education,Mixed,2.0,0
76486,M,0.4382813743111921,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
76508,F,0.5954562029091491,No,Cleaning staff,Working,Secondary / secondary special,Panel,2.0,0
76532,F,0.4525335592581747,No,High skill tech staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
76536,M,0.5028782772082183,No,Security staff,Working,Secondary / secondary special,Panel,2.0,0
76554,F,0.6512602186973006,No,Core staff,Working,Higher education,Panel,2.0,0
76567,F,0.4031416766587513,No,Accountants,Commercial associate,Higher education,Panel,2.0,0
76594,M,0.5460231970049609,No,Laborers,Commercial associate,Incomplete higher,Others,2.0,0
76600,M,0.7862666146611379,No,Laborers,Commercial associate,Secondary / secondary special,Monolithic,2.0,0
76606,M,0.326475210066026,No,Drivers,Working,Secondary / secondary special,Panel,2.0,0
76611,F,0.8193176922872417,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
76621,F,0.5495965024956946,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
76631,F,0.5762088360175724,No,Laborers,Working,Secondary / secondary special,"Stone, brick",3.0,0
76675,F,0.4400578303966329,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",3.0,0
76679,M,0.6313545365850379,No,Security staff,Working,Secondary / secondary special,Panel,2.0,0
76684,M,0.5190973382084597,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
76692,M,0.2020866016820394,No,High skill tech staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
76702,M,0.6430255641096323,No,Drivers,Working,Higher education,Panel,3.0,0
76708,M,0.7209441499436497,No,Laborers,Working,Secondary / secondary special,Panel,1.0,0
76717,F,0.6863823354047934,No,Core staff,Working,Higher education,Panel,2.0,0
76721,F,0.5549467685334323,No,Sales staff,Working,Higher education,Panel,3.0,1
76728,F,0.6512602186973006,No,Managers,Commercial associate,Secondary / secondary special,Block,2.0,0
76736,F,0.5460231970049609,No,Cooking staff,Working,Secondary / secondary special,Panel,2.0,0
76742,M,0.7338145369642702,No,Core staff,State servant,Higher education,Panel,2.0,0
76743,F,0.6722428897082422,No,Core staff,Working,Higher education,Panel,2.0,0
76751,F,0.3201633668633456,No,Core staff,State servant,Secondary / secondary special,"Stone, brick",2.0,0
76757,F,0.1068419476808217,No,Medicine staff,Working,Higher education,Panel,2.0,1
76773,M,0.5849900404894085,No,Drivers,Working,Secondary / secondary special,Panel,1.0,0
76775,F,0.7688075728291359,No,Sales staff,Working,Incomplete higher,Block,2.0,0
76808,F,0.7981372313187245,No,Accountants,State servant,Higher education,Panel,3.0,0
76821,M,0.3791004853998145,No,Laborers,Commercial associate,Incomplete higher,Panel,2.0,0
76829,F,0.3706496323299817,No,Sales staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
76835,M,0.3740208032583212,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
76840,F,0.7623356180684377,No,Sales staff,Working,Secondary / secondary special,Panel,2.0,0
76859,F,0.6023863442690867,No,High skill tech staff,Commercial associate,Higher education,"Stone, brick",2.0,0
76863,F,0.7091891096653581,No,Laborers,State servant,Secondary / secondary special,"Stone, brick",2.0,0
76878,M,0.3376727217405312,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
76892,M,0.5709165417729987,No,Drivers,Working,Secondary / secondary special,"Stone, brick",2.0,0
76895,F,0.6041125998015721,No,Core staff,Working,Secondary / secondary special,Panel,1.0,0
76903,F,0.6577838002083306,No,Drivers,Commercial associate,Secondary / secondary special,"Stone, brick",1.0,0
76918,F,0.1674084472266241,No,Accountants,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
76921,M,0.4489622731076524,No,Laborers,Working,Secondary / secondary special,Wooden,2.0,0
76959,F,0.0005272652387098,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
76961,F,0.3740208032583212,No,Secretaries,Working,Secondary / secondary special,Panel,3.0,0
76988,F,0.158554899794863,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,1
76993,M,0.5406544504453575,No,Managers,Working,Incomplete higher,"Stone, brick",2.0,0
76995,F,0.5406544504453575,No,Sales staff,Working,Secondary / secondary special,Wooden,3.0,0
77036,F,0.248535557339522,No,Core staff,Working,Secondary / secondary special,Block,2.0,1
77055,F,0.8435435389318647,No,Core staff,Working,Higher education,Panel,2.0,0
77076,F,0.3154721549257734,No,Sales staff,State servant,Secondary / secondary special,"Stone, brick",2.0,0
77079,F,0.5531646987710016,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",3.0,0
77094,M,0.4776491548517548,No,Managers,Working,Higher education,Panel,2.0,0
77121,F,0.7649392739475195,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",3.0,0
77131,M,0.5814837058057234,No,Laborers,Working,Secondary / secondary special,Panel,3.0,0
77172,F,0.7688075728291359,No,Core staff,Commercial associate,Incomplete higher,Panel,2.0,0
77173,F,0.8214433128935934,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
77200,M,0.2263473957097693,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
